d3d_va,glide_va,size,class,matched_by
0x1007E4B0,,44,d3d_only,
0x1007E4E0,,66,d3d_only,
0x1007E530,,20,d3d_only,
0x1007E544,,9,d3d_only,
0x1007E54D,,29,d3d_only,
0x1007E56A,,29,d3d_only,
0x1007E587,,22,d3d_only,
0x1007E5A4,,27,d3d_only,
0x1007E5BF,,31,d3d_only,
0x1007E5E0,,20,d3d_only,
0x1007E5F4,,9,d3d_only,
0x1007E5FD,,29,d3d_only,
0x1007E61A,,29,d3d_only,
0x1007E637,,22,d3d_only,
0x1007E654,,27,d3d_only,
0x1007E66F,,31,d3d_only,
0x1007E690,,20,d3d_only,
0x1007E6A4,,9,d3d_only,
0x1007E6AD,,33,d3d_only,
0x1007E6CE,,29,d3d_only,
0x1007E6EB,,23,d3d_only,
0x1007E709,,34,d3d_only,
0x1007E72B,,31,d3d_only,
0x1007E750,,20,d3d_only,
0x1007E764,,9,d3d_only,
0x1007E76D,,41,d3d_only,
0x1007E796,,29,d3d_only,
0x1007E7B3,,39,d3d_only,
0x1007E7E1,,27,d3d_only,
0x1007E7FC,,31,d3d_only,
0x1007E820,,143,d3d_only,
0x1007E8B0,0x100745E0,21,shared,body
0x1007E8D0,,54,d3d_only,
0x1007E910,,99,d3d_only,
0x1007E980,,41,d3d_only,
0x1007E9A9,,38,d3d_only,
0x1007E9D0,,25,d3d_only,
0x1007EA0C,,74,d3d_only,
0x1007EA70,,11,d3d_only,
0x1007EA7C,,17,d3d_only,
0x1007EA8D,,26,d3d_only,
0x1007EAA8,,38,d3d_only,
0x1007EACE,,11,d3d_only,
0x1007EAD9,,34,d3d_only,
0x1007EB08,,29,d3d_only,
0x1007EB25,,42,d3d_only,
0x1007EB50,,49,d3d_only,
0x1007EBA4,,74,d3d_only,
0x1007EC08,,13,d3d_only,
0x1007EC15,,22,d3d_only,
0x1007EC2C,,25,d3d_only,
0x1007EC50,,91,d3d_only,
0x1007ECB0,0x10074610,104,shared,body
0x1007ED20,0x10074680,52,shared,body
0x1007ED60,,99,d3d_only,
0x1007EDD0,,41,d3d_only,
0x1007EDF9,,38,d3d_only,
0x1007EE20,,25,d3d_only,
0x1007EE5C,,74,d3d_only,
0x1007EEC0,,11,d3d_only,
0x1007EECC,,17,d3d_only,
0x1007EEDD,,26,d3d_only,
0x1007EEF8,,38,d3d_only,
0x1007EF1E,,11,d3d_only,
0x1007EF29,,34,d3d_only,
0x1007EF58,,29,d3d_only,
0x1007EF75,,42,d3d_only,
0x1007EFA0,,49,d3d_only,
0x1007EFF4,,74,d3d_only,
0x1007F058,,13,d3d_only,
0x1007F065,,22,d3d_only,
0x1007F07C,,25,d3d_only,
0x1007F0A0,,39,d3d_only,
0x1007F0D0,,153,d3d_only,
0x1007F170,,67,d3d_only,
0x1007F1C0,,128,d3d_only,
0x1007F240,,379,d3d_only,
0x1007F3C0,,47,d3d_only,
0x1007F3F0,,299,d3d_only,
0x1007F520,,64,d3d_only,
0x1007F560,0x100746C0,115,shared,body
0x1007F5D9,0x10074739,23,shared,body
0x1007F5F0,0x10074750,19,shared,body
0x1007F610,0x10074770,64,shared,body
0x1007F650,0x100747B0,13,shared,body
0x1007F65D,0x100747BD,29,shared,body
0x1007F680,0x10074800,111,shared,body
0x1007F6EF,0x1007486F,9,shared,body
0x1007F6F8,0x10074878,20,shared,body
0x1007F70C,0x1007488C,19,shared,body
0x1007F720,,257,d3d_only,
0x1007F850,,249,d3d_only,
0x1007F970,,33,d3d_only,
0x1007F9A0,,140,d3d_only,
0x1007FA30,,25,d3d_only,
0x1007FA49,,9,d3d_only,
0x1007FA52,,120,d3d_only,
0x1007FACA,,31,d3d_only,
0x1007FAE9,,28,d3d_only,
0x1007FB05,,16,d3d_only,
0x1007FB19,,22,d3d_only,
0x1007FB2F,,89,d3d_only,
0x1007FB88,,157,d3d_only,
0x1007FC25,,40,d3d_only,
0x1007FC50,,22,d3d_only,
0x1007FC70,,155,d3d_only,
0x1007FD10,0x100748B0,170,shared,body
0x1007FDC0,,355,d3d_only,
0x1007FF30,0x10074A30,173,shared,body
0x1007FFE0,,56,d3d_only,
0x10080020,,19,d3d_only,
0x10080040,,80,d3d_only,
0x10080090,,41,d3d_only,
0x100800C0,,93,d3d_only,
0x10080120,,107,d3d_only,
0x10080190,,28,d3d_only,
0x100801B0,,82,d3d_only,
0x10080210,,115,d3d_only,
0x10080290,,242,d3d_only,
0x10080390,,102,d3d_only,
0x10080400,,182,d3d_only,
0x100804C0,,182,d3d_only,
0x10080580,,101,d3d_only,
0x100805F0,,41,d3d_only,
0x10080620,,304,d3d_only,
0x10080750,,2172,d3d_only,
0x100810E0,,66,d3d_only,
0x10081130,,57,d3d_only,
0x10081170,,61,d3d_only,
0x100811B0,,17,d3d_only,
0x100811D0,,18,d3d_only,
0x100811F0,,18,d3d_only,
0x10081210,,92,d3d_only,
0x10081270,,33,d3d_only,
0x100812A0,,19,d3d_only,
0x100812C0,,122,d3d_only,
0x10081340,,157,d3d_only,
0x100813E0,,43,d3d_only,
0x10081410,,114,d3d_only,
0x10081490,,118,d3d_only,
0x10081510,,22,d3d_only,
0x10081530,,54,d3d_only,
0x10081570,,40,d3d_only,
0x100815A0,,54,d3d_only,
0x100815E0,,40,d3d_only,
0x10081610,,114,d3d_only,
0x10081690,,128,d3d_only,
0x10081710,,53,d3d_only,
0x10081750,,110,d3d_only,
0x100817C0,,11,d3d_only,
0x100817D0,,187,d3d_only,
0x10081890,,524,d3d_only,
0x10081AA0,,95,d3d_only,
0x10081B00,,104,d3d_only,
0x10081B70,,144,d3d_only,
0x10081C00,,51,d3d_only,
0x10081C40,,159,d3d_only,
0x10081CE0,,61,d3d_only,
0x10081D20,,347,d3d_only,
0x10081EF0,,217,d3d_only,
0x10081FD0,,239,d3d_only,
0x100820C0,,114,d3d_only,
0x10082140,,549,d3d_only,
0x10082370,,93,d3d_only,
0x100823D0,,114,d3d_only,
0x10082450,,521,d3d_only,
0x10082660,,55,d3d_only,
0x100826A0,,55,d3d_only,
0x100826E0,,354,d3d_only,
0x10082850,,91,d3d_only,
0x100828B0,,205,d3d_only,
0x10082980,,89,d3d_only,
0x100829E0,,83,d3d_only,
0x10082A40,,563,d3d_only,
0x10082C80,,370,d3d_only,
0x10082E00,,196,d3d_only,
0x10082ED0,,32,d3d_only,
0x10082EF0,,171,d3d_only,
0x10082FA0,,147,d3d_only,
0x10083040,,199,d3d_only,
0x10083110,,699,d3d_only,
0x100833D0,,215,d3d_only,
0x100834B0,,50,d3d_only,
0x100834E2,,68,d3d_only,
0x10083526,,13,d3d_only,
0x10083533,,30,d3d_only,
0x10083551,,20,d3d_only,
0x10083570,0x100747E0,22,shared,body
0x10083590,,137,d3d_only,
0x10083620,,183,d3d_only,
0x100836D7,,13,d3d_only,
0x100836E4,,43,d3d_only,
0x1008370F,,9,d3d_only,
0x10083718,,78,d3d_only,
0x10083766,,19,d3d_only,
0x10083780,,45,d3d_only,
0x100837B0,,475,d3d_only,
0x10083991,,8,d3d_only,
0x10083999,,24,d3d_only,
0x100839C0,,74,d3d_only,
0x10083A0A,,11,d3d_only,
0x10083A15,,8,d3d_only,
0x10083A1D,,24,d3d_only,
0x10083A40,,37,d3d_only,
0x10083A70,,76,d3d_only,
0x10083AC0,,74,d3d_only,
0x10083B13,,36,d3d_only,
0x10083B3D,,17,d3d_only,
0x10083B50,,65,d3d_only,
0x10083B9A,,36,d3d_only,
0x10083BC4,,10,d3d_only,
0x10083BE0,,21,d3d_only,
0x10083C00,,80,d3d_only,
0x10083C50,,188,d3d_only,
0x10083D10,,804,d3d_only,
0x10084050,,816,d3d_only,
0x10084380,,173,d3d_only,
0x10084430,,40,d3d_only,
0x10084460,,37,d3d_only,
0x10084490,,55,d3d_only,
0x100844D0,,57,d3d_only,
0x10084510,,92,d3d_only,
0x10084570,,256,d3d_only,
0x10084670,,16,d3d_only,
0x10084680,,17,d3d_only,
0x100846A0,,40,d3d_only,
0x100846D0,,89,d3d_only,
0x10084730,,147,d3d_only,
0x100847D0,,540,d3d_only,
0x100849F0,,3193,d3d_only,
0x10085730,,57,d3d_only,
0x10085770,,33,d3d_only,
0x100857A0,,24,d3d_only,
0x100857C0,,72,d3d_only,
0x10085810,,103,d3d_only,
0x10085877,,140,d3d_only,
0x10085922,,43,d3d_only,
0x1008594D,,42,d3d_only,
0x10085977,,63,d3d_only,
0x100859B8,,17,d3d_only,
0x100859C9,,10,d3d_only,
0x100859E0,,21,d3d_only,
0x100859F5,,23,d3d_only,
0x10085A0C,,25,d3d_only,
0x10085A25,,67,d3d_only,
0x10085A68,,22,d3d_only,
0x10085A7E,,13,d3d_only,
0x10085A8B,,42,d3d_only,
0x10085AB5,,20,d3d_only,
0x10085AC9,,20,d3d_only,
0x10085ADD,,37,d3d_only,
0x10085B02,,19,d3d_only,
0x10085B1A,,41,d3d_only,
0x10085B43,,41,d3d_only,
0x10085B70,,23,d3d_only,
0x10085B87,,9,d3d_only,
0x10085B90,,51,d3d_only,
0x10085BD0,,99,d3d_only,
0x10085C40,,142,d3d_only,
0x10085CD0,,197,d3d_only,
0x10085D95,,27,d3d_only,
0x10085DB0,,226,d3d_only,
0x10085EA0,,13,d3d_only,
0x10085EB1,,13,d3d_only,
0x10085EBE,,38,d3d_only,
0x10085EE4,,18,d3d_only,
0x10085EF6,,24,d3d_only,
0x10085F18,,18,d3d_only,
0x10085F2A,,26,d3d_only,
0x10085F44,,16,d3d_only,
0x10085F5F,,9,d3d_only,
0x10085F6D,,53,d3d_only,
0x10085FB0,,47,d3d_only,
0x10085FDF,,18,d3d_only,
0x10085FF1,,13,d3d_only,
0x10085FFE,,67,d3d_only,
0x10086041,,52,d3d_only,
0x10086075,,50,d3d_only,
0x100860B0,,545,d3d_only,
0x100862E0,,129,d3d_only,
0x10086370,,238,d3d_only,
0x10086460,,158,d3d_only,
0x10086500,,527,d3d_only,
0x10086710,,539,d3d_only,
0x10086930,,77,d3d_only,
0x10086980,,56,d3d_only,
0x100869E0,,45,d3d_only,
0x10086A10,,11,d3d_only,
0x10086A20,,342,d3d_only,
0x10086B80,0x100168B0,10,shared,body
0x10086B90,,8,d3d_only,
0x10086BA0,,61,d3d_only,
0x10086BE0,,470,d3d_only,
0x10086DC0,,59,d3d_only,
0x10086E00,,24,d3d_only,
0x10086E20,,150,d3d_only,
0x10086EC0,,139,d3d_only,
0x10086F50,,130,d3d_only,
0x10086FE0,,252,d3d_only,
0x100870E0,,102,d3d_only,
0x10087150,,105,d3d_only,
0x100871C0,,157,d3d_only,
0x10087260,,29,d3d_only,
0x10087280,,15,d3d_only,
0x10087290,,29,d3d_only,
0x100872B0,,177,d3d_only,
0x10087370,,463,d3d_only,
0x10087540,,24,d3d_only,
0x10087560,,24,d3d_only,
0x10087580,,56,d3d_only,
0x100875C0,,56,d3d_only,
0x10087600,,145,d3d_only,
0x100876A0,,139,d3d_only,
0x10087730,,190,d3d_only,
0x100877F0,,11,d3d_only,
0x10087800,,43,d3d_only,
0x10087830,,108,d3d_only,
0x100878A0,,114,d3d_only,
0x10087920,,117,d3d_only,
0x100879A0,,360,d3d_only,
0x10087B10,,161,d3d_only,
0x10087BC0,,147,d3d_only,
0x10087C60,,73,d3d_only,
0x10087CB0,,101,d3d_only,
0x10087D20,,34,d3d_only,
0x10087D50,,158,d3d_only,
0x10087DF0,,849,d3d_only,
0x10088190,,83,d3d_only,
0x100881F0,,17,d3d_only,
0x10088210,,13,d3d_only,
0x10088220,,32,d3d_only,
0x10088240,,32,d3d_only,
0x10088260,,27,d3d_only,
0x10088280,,31,d3d_only,
0x100882A0,,388,d3d_only,
0x10088430,,301,d3d_only,
0x10088560,,174,d3d_only,
0x10088610,,881,d3d_only,
0x10088990,,563,d3d_only,
0x10088BD0,,246,d3d_only,
0x10088CD0,,502,d3d_only,
0x10088ED0,,51,d3d_only,
0x10088F10,,239,d3d_only,
0x10089000,,331,d3d_only,
0x10089150,,102,d3d_only,
0x100891C0,,698,d3d_only,
0x10089480,,62,d3d_only,
0x100894C0,,58,d3d_only,
0x10089500,,113,d3d_only,
0x10089580,,254,d3d_only,
0x10089680,,42,d3d_only,
0x100896B0,,31,d3d_only,
0x100896D0,,256,d3d_only,
0x100897F0,,50,d3d_only,
0x10089830,,728,d3d_only,
0x10089B10,,40,d3d_only,
0x10089B40,,617,d3d_only,
0x10089DB0,,412,d3d_only,
0x10089F50,,279,d3d_only,
0x1008A067,,13,d3d_only,
0x1008A0A2,,28,d3d_only,
0x1008A0C3,,22,d3d_only,
0x1008A0DE,,28,d3d_only,
0x1008A0FA,,16,d3d_only,
0x1008A10A,,20,d3d_only,
0x1008A11E,,16,d3d_only,
0x1008A12E,,32,d3d_only,
0x1008A153,,26,d3d_only,
0x1008A172,,32,d3d_only,
0x1008A192,,20,d3d_only,
0x1008A1A6,,24,d3d_only,
0x1008A1BE,,20,d3d_only,
0x1008A1D2,,32,d3d_only,
0x1008A1F7,,26,d3d_only,
0x1008A216,,32,d3d_only,
0x1008A236,,20,d3d_only,
0x1008A24A,,24,d3d_only,
0x1008A262,,20,d3d_only,
0x1008A276,,32,d3d_only,
0x1008A29B,,26,d3d_only,
0x1008A2BA,,32,d3d_only,
0x1008A2DA,,20,d3d_only,
0x1008A2EE,,24,d3d_only,
0x1008A306,,20,d3d_only,
0x1008A31A,,32,d3d_only,
0x1008A33F,,26,d3d_only,
0x1008A35E,,32,d3d_only,
0x1008A37E,,20,d3d_only,
0x1008A392,,24,d3d_only,
0x1008A3AA,,20,d3d_only,
0x1008A3BE,,32,d3d_only,
0x1008A3E3,,26,d3d_only,
0x1008A402,,32,d3d_only,
0x1008A422,,20,d3d_only,
0x1008A436,,24,d3d_only,
0x1008A44E,,20,d3d_only,
0x1008A462,,32,d3d_only,
0x1008A487,,26,d3d_only,
0x1008A4A6,,32,d3d_only,
0x1008A4C6,,20,d3d_only,
0x1008A4DA,,24,d3d_only,
0x1008A4F2,,20,d3d_only,
0x1008A506,,19,d3d_only,
0x1008A519,,19,d3d_only,
0x1008A52C,,76,d3d_only,
0x1008A578,,76,d3d_only,
0x1008A5C4,,52,d3d_only,
0x1008A5F8,,52,d3d_only,
0x1008A62C,,76,d3d_only,
0x1008A678,,76,d3d_only,
0x1008A6C4,,52,d3d_only,
0x1008A6F8,,52,d3d_only,
0x1008A72C,,21,d3d_only,
0x1008A741,,21,d3d_only,
0x1008A756,,518,d3d_only,
0x1008A95C,,178,d3d_only,
0x1008AA0E,,518,d3d_only,
0x1008AC14,,181,d3d_only,
0x1008ACE0,,30,d3d_only,
0x1008AD00,,143,d3d_only,
0x1008AD90,,472,d3d_only,
0x1008AFA0,,63,d3d_only,
0x1008AFE0,,35,d3d_only,
0x1008B010,,104,d3d_only,
0x1008B080,,46,d3d_only,
0x1008B0B0,,45,d3d_only,
0x1008B0E0,,241,d3d_only,
0x1008B1E0,,1632,d3d_only,
0x1008B970,,898,d3d_only,
0x1008BD00,,334,d3d_only,
0x1008BE50,,428,d3d_only,
0x1008C000,,61,d3d_only,
0x1008C040,,97,d3d_only,
0x1008C0B0,,304,d3d_only,
0x1008C1E0,,319,d3d_only,
0x1008C320,,208,d3d_only,
0x1008C3F0,,113,d3d_only,
0x1008C470,,490,d3d_only,
0x1008C660,,50,d3d_only,
0x1008C6A0,,142,d3d_only,
0x1008C730,,696,d3d_only,
0x1008C9F0,,138,d3d_only,
0x1008CA80,,100,d3d_only,
0x1008CAF0,,59,d3d_only,
0x1008CB30,,122,d3d_only,
0x1008CBB0,,709,d3d_only,
0x1008CE80,,47,d3d_only,
0x1008CEB0,,515,d3d_only,
0x1008D0C0,,116,d3d_only,
0x1008D140,,111,d3d_only,
0x1008D1B0,,194,d3d_only,
0x1008D280,,80,d3d_only,
0x1008D2E0,0x10074B30,11,shared,body
0x1008D2EB,0x10074B3B,10,shared,body
0x1008D300,0x10074B50,11,shared,body
0x1008D30B,0x10074B3B,10,shared,body
0x1008D320,0x10074B50,11,shared,body
0x1008D32B,0x10074B3B,10,shared,body
0x1008D340,0x10074B50,11,shared,body
0x1008D34B,0x10074B3B,10,shared,body
0x1008D360,0x10074B50,11,shared,body
0x1008D36B,0x10074B3B,10,shared,body
0x1008D380,0x10074B50,11,shared,body
0x1008D38B,0x10074B3B,10,shared,body
0x1008D3A0,,11,d3d_only,
0x1008D3AB,0x10074B3B,10,shared,body
0x1008D3C0,0x10074B30,11,shared,body
0x1008D3CB,0x10074B3B,10,shared,body
0x1008D3E0,0x10074C10,11,shared,body
0x1008D3EB,0x10074B3B,10,shared,body
0x1008D400,0x10074C10,11,shared,body
0x1008D40B,0x10074B3B,10,shared,body
0x1008D420,0x10074C10,11,shared,body
0x1008D42B,0x10074B3B,10,shared,body
0x1008D440,0x10074C10,11,shared,body
0x1008D44B,0x10074B3B,10,shared,body
0x1008D460,0x10074C10,11,shared,body
0x1008D46B,0x10074B3B,10,shared,body
0x1008D480,0x10074C10,11,shared,body
0x1008D48B,0x10074B3B,10,shared,body
0x1008D4A0,0x10074C10,11,shared,body
0x1008D4AB,0x10074B3B,10,shared,body
0x1008D4C0,0x10074C10,11,shared,body
0x1008D4CB,0x10074B3B,10,shared,body
0x1008D4E0,0x10074C10,11,shared,body
0x1008D4EB,0x10074B3B,10,shared,body
0x1008D500,0x10074C10,11,shared,body
0x1008D50B,0x10074B3B,10,shared,body
0x1008D520,0x10074C10,11,shared,body
0x1008D52B,0x10074B3B,10,shared,body
0x1008D540,0x10074C10,11,shared,body
0x1008D54B,0x10074B3B,10,shared,body
0x1008D560,0x10074C10,11,shared,body
0x1008D56B,0x10074B3B,10,shared,body
0x1008D580,0x10074C10,11,shared,body
0x1008D58B,0x10074B3B,10,shared,body
0x1008D5A0,0x10074C10,11,shared,body
0x1008D5AB,0x10074B3B,10,shared,body
0x1008D5C0,0x10074C10,11,shared,body
0x1008D5CB,0x10074B3B,10,shared,body
0x1008D5E0,0x10074C10,11,shared,body
0x1008D5EB,0x10074B3B,10,shared,body
0x1008D600,0x10074C10,11,shared,body
0x1008D60B,0x10074B3B,10,shared,body
0x1008D620,0x10074C10,11,shared,body
0x1008D62B,0x10074B3B,10,shared,body
0x1008D640,0x10074C10,11,shared,body
0x1008D64B,0x10074B3B,10,shared,body
0x1008D660,0x10074C10,11,shared,body
0x1008D66B,0x10074B3B,10,shared,body
0x1008D680,0x10074C10,11,shared,body
0x1008D68B,0x10074B3B,10,shared,body
0x1008D6A0,0x10074C10,11,shared,body
0x1008D6AB,0x10074B3B,10,shared,body
0x1008D6C0,0x10074C10,11,shared,body
0x1008D6CB,0x10074B3B,10,shared,body
0x1008D6E0,0x10074C10,11,shared,body
0x1008D6EB,0x10074B3B,10,shared,body
0x1008D700,0x10074C10,11,shared,body
0x1008D70B,0x10074B3B,10,shared,body
0x1008D720,0x10074C10,11,shared,body
0x1008D72B,0x10074B3B,10,shared,body
0x1008D740,0x10074C10,11,shared,body
0x1008D74B,0x10074C10,11,shared,body
0x1008D756,0x10074B3B,10,shared,body
0x1008D760,0x10074C10,11,shared,body
0x1008D76B,0x10074B3B,10,shared,body
0x1008D780,0x10074C10,11,shared,body
0x1008D78B,0x10074B3B,10,shared,body
0x1008D7A0,0x10074C10,11,shared,body
0x1008D7AB,0x10074C10,11,shared,body
0x1008D7B6,0x10074B3B,10,shared,body
0x1008D7C0,0x10074C10,11,shared,body
0x1008D7CB,0x10074B3B,10,shared,body
0x1008D7E0,0x10074C10,11,shared,body
0x1008D7EB,0x10074B3B,10,shared,body
0x1008D800,0x10074C10,11,shared,body
0x1008D80B,0x10074B3B,10,shared,body
0x1008D820,0x10075030,27,shared,body
0x1008D83B,0x10074B3B,10,shared,body
0x1008D850,0x10075030,27,shared,body
0x1008D86B,0x10074B3B,10,shared,body
0x1008D880,0x10074C10,11,shared,body
0x1008D88B,0x10074C10,11,shared,body
0x1008D896,0x10074B3B,10,shared,body
0x1008D8A0,0x100750B0,11,shared,body
0x1008D8AB,0x100750B0,11,shared,body
0x1008D8B6,0x100750B0,11,shared,body
0x1008D8C1,0x100750B0,11,shared,body
0x1008D8CC,0x100750B0,11,shared,body
0x1008D8D7,0x100750B0,11,shared,body
0x1008D8E2,0x100750B0,11,shared,body
0x1008D8ED,0x100750B0,11,shared,body
0x1008D8F8,0x100750B0,11,shared,body
0x1008D903,0x100750B0,11,shared,body
0x1008D90E,0x100750B0,11,shared,body
0x1008D919,0x100750B0,11,shared,body
0x1008D924,0x100750B0,11,shared,body
0x1008D92F,0x100750B0,11,shared,body
0x1008D93A,0x100750B0,11,shared,body
0x1008D945,0x100750B0,11,shared,body
0x1008D950,0x100750B0,11,shared,body
0x1008D95B,0x10074B3B,10,shared,body
0x1008D970,0x100750B0,11,shared,body
0x1008D97B,0x100750B0,11,shared,body
0x1008D986,0x100750B0,11,shared,body
0x1008D991,0x100750B0,11,shared,body
0x1008D99C,0x100750B0,11,shared,body
0x1008D9A7,0x10074B3B,10,shared,body
0x1008D9C0,0x100750B0,11,shared,body
0x1008D9CB,0x100750B0,11,shared,body
0x1008D9D6,0x100750B0,11,shared,body
0x1008D9E1,0x100750B0,11,shared,body
0x1008D9EC,0x100750B0,11,shared,body
0x1008D9F7,0x10074B3B,10,shared,body
0x1008DA10,0x100750B0,11,shared,body
0x1008DA1B,0x100750B0,11,shared,body
0x1008DA26,0x100750B0,11,shared,body
0x1008DA31,0x100750B0,11,shared,body
0x1008DA3C,0x100750B0,11,shared,body
0x1008DA47,0x10074B3B,10,shared,body
0x1008DA60,0x100750B0,11,shared,body
0x1008DA6B,0x100750B0,11,shared,body
0x1008DA76,0x100750B0,11,shared,body
0x1008DA81,0x100750B0,11,shared,body
0x1008DA8C,0x100750B0,11,shared,body
0x1008DA97,0x100750B0,11,shared,body
0x1008DAA2,0x100750B0,11,shared,body
0x1008DAAD,0x100750B0,11,shared,body
0x1008DAB8,0x100750B0,11,shared,body
0x1008DAC3,0x100750B0,11,shared,body
0x1008DACE,0x10074C10,11,shared,body
0x1008DAD9,0x10074C10,11,shared,body
0x1008DAE4,0x100752F4,11,shared,body
0x1008DAEF,0x100750B0,11,shared,body
0x1008DAFA,0x100750B0,11,shared,body
0x1008DB05,0x100750B0,11,shared,body
0x1008DB10,0x100750B0,11,shared,body
0x1008DB1B,0x100750B0,11,shared,body
0x1008DB26,0x100750B0,11,shared,body
0x1008DB31,0x100750B0,11,shared,body
0x1008DB3C,0x100750B0,11,shared,body
0x1008DB47,0x100750B0,11,shared,body
0x1008DB52,0x100750B0,11,shared,body
0x1008DB5D,0x10074B3B,10,shared,body
0x1008DB70,0x100750B0,11,shared,body
0x1008DB7B,0x100750B0,11,shared,body
0x1008DB86,0x100750B0,11,shared,body
0x1008DB91,0x100750B0,11,shared,body
0x1008DB9C,0x100750B0,11,shared,body
0x1008DBA7,0x100750B0,11,shared,body
0x1008DBB2,0x100750B0,11,shared,body
0x1008DBBD,0x100750B0,11,shared,body
0x1008DBC8,0x100750B0,11,shared,body
0x1008DBD3,0x100750B0,11,shared,body
0x1008DBDE,0x100750B0,11,shared,body
0x1008DBE9,0x100750B0,11,shared,body
0x1008DBF4,0x100750B0,11,shared,body
0x1008DBFF,0x100750B0,11,shared,body
0x1008DC0A,0x100750B0,11,shared,body
0x1008DC15,0x10074B3B,10,shared,body
0x1008DC20,0x100750B0,11,shared,body
0x1008DC2B,0x100750B0,11,shared,body
0x1008DC36,0x100750B0,11,shared,body
0x1008DC41,0x100750B0,11,shared,body
0x1008DC4C,0x100750B0,11,shared,body
0x1008DC57,0x100750B0,11,shared,body
0x1008DC62,0x100750B0,11,shared,body
0x1008DC6D,0x100750B0,11,shared,body
0x1008DC78,0x100750B0,11,shared,body
0x1008DC83,0x100750B0,11,shared,body
0x1008DC8E,0x100750B0,11,shared,body
0x1008DC99,0x10074B3B,10,shared,body
0x1008DCB0,0x100750B0,11,shared,body
0x1008DCBB,0x100750B0,11,shared,body
0x1008DCC6,0x100750B0,11,shared,body
0x1008DCD1,0x100750B0,11,shared,body
0x1008DCDC,0x100750B0,11,shared,body
0x1008DCE7,0x100750B0,11,shared,body
0x1008DCF2,0x100750B0,11,shared,body
0x1008DCFD,0x100750B0,11,shared,body
0x1008DD08,0x100750B0,11,shared,body
0x1008DD13,0x100750B0,11,shared,body
0x1008DD1E,0x10074B3B,10,shared,body
0x1008DD30,0x100750B0,11,shared,body
0x1008DD3B,0x100750B0,11,shared,body
0x1008DD46,0x100750B0,11,shared,body
0x1008DD51,0x100750B0,11,shared,body
0x1008DD5C,0x100750B0,11,shared,body
0x1008DD67,0x100750B0,11,shared,body
0x1008DD72,0x100750B0,11,shared,body
0x1008DD7D,0x100750B0,11,shared,body
0x1008DD88,0x100750B0,11,shared,body
0x1008DD93,0x100750B0,11,shared,body
0x1008DD9E,0x100750B0,11,shared,body
0x1008DDA9,0x10074B3B,10,shared,body
0x1008DDC0,0x100750B0,11,shared,body
0x1008DDCB,0x100750B0,11,shared,body
0x1008DDD6,0x100750B0,11,shared,body
0x1008DDE1,0x100750B0,11,shared,body
0x1008DDEC,0x100750B0,11,shared,body
0x1008DDF7,0x100750B0,11,shared,body
0x1008DE02,0x100750B0,11,shared,body
0x1008DE0D,0x10074B3B,10,shared,body
0x1008DE20,0x100750B0,11,shared,body
0x1008DE2B,0x100750B0,11,shared,body
0x1008DE36,0x100750B0,11,shared,body
0x1008DE41,0x100750B0,11,shared,body
0x1008DE4C,0x100750B0,11,shared,body
0x1008DE57,0x100750B0,11,shared,body
0x1008DE62,0x100750B0,11,shared,body
0x1008DE6D,0x100750B0,11,shared,body
0x1008DE78,0x10074B3B,10,shared,body
0x1008DE90,0x100750B0,11,shared,body
0x1008DE9B,0x100750B0,11,shared,body
0x1008DEA6,0x100750B0,11,shared,body
0x1008DEB1,0x100750B0,11,shared,body
0x1008DEBC,0x100750B0,11,shared,body
0x1008DEC7,0x100750B0,11,shared,body
0x1008DED2,0x100750B0,11,shared,body
0x1008DEDD,0x100750B0,11,shared,body
0x1008DEE8,0x10074B3B,10,shared,body
0x1008DF00,0x100750B0,11,shared,body
0x1008DF0B,0x100750B0,11,shared,body
0x1008DF16,0x100750B0,11,shared,body
0x1008DF21,0x100750B0,11,shared,body
0x1008DF2C,0x100750B0,11,shared,body
0x1008DF37,0x100750B0,11,shared,body
0x1008DF42,0x100750B0,11,shared,body
0x1008DF4D,0x100750B0,11,shared,body
